centreName,centreType,address,city,county,postcode,website,phone,latitude,longitude,lastVerifiedDate,storeName,categoryRaw,subcategoryRaw,unitNumber,floor,isAnchorTenant,normalizedCategoryId,sourceUrls
Serpentine Green,SHOPPING_CENTRE,"The Serpentine, Hampton",Peterborough,Cambridgeshire,PE7 8BE,https://serpentine-green.com/,,52.5447,-0.2853,2025-09-29,Pandora,Jewellery,Bracelets & Charms,,,False,JEWELLERY,https://serpentine-green.com/stores
Serpentine Green,SHOPPING_CENTRE,"The Serpentine, Hampton",Peterborough,Cambridgeshire,PE7 8BE,https://serpentine-green.com/,,52.5447,-0.2853,2025-09-29,Claire’s,Accessories,Fashion Accessories,,,False,ACCESSORIES,https://serpentine-green.com/stores
Serpentine Green,SHOPPING_CENTRE,"The Serpentine, Hampton",Peterborough,Cambridgeshire,PE7 8BE,https://serpentine-green.com/,,52.5447,-0.2853,2025-09-29,The Works,Books & Crafts,Discount Books,,,False,BOOKS_TOYS,https://serpentine-green.com/stores
Serpentine Green,SHOPPING_CENTRE,"The Serpentine, Hampton",Peterborough,Cambridgeshire,PE7 8BE,https://serpentine-green.com/,,52.5447,-0.2853,2025-09-29,CeX,Electronics,Games & Phones,,,False,ELECTRONICS,https://serpentine-green.com/stores
Serpentine Green,SHOPPING_CENTRE,"The Serpentine, Hampton",Peterborough,Cambridgeshire,PE7 8BE,https://serpentine-green.com/,,52.5447,-0.2853,2025-09-29,O2,Mobile Phones,Network,,,False,MOBILE,https://serpentine-green.com/stores
Serpentine Green,SHOPPING_CENTRE,"The Serpentine, Hampton",Peterborough,Cambridgeshire,PE7 8BE,https://serpentine-green.com/,,52.5447,-0.2853,2025-09-29,EE,Mobile Phones,Network,,,False,MOBILE,https://serpentine-green.com/stores
Serpentine Green,SHOPPING_CENTRE,"The Serpentine, Hampton",Peterborough,Cambridgeshire,PE7 8BE,https://serpentine-green.com/,,52.5447,-0.2853,2025-09-29,Three,Mobile Phones,Network,,,False,MOBILE,https://serpentine-green.com/stores
Serpentine Green,SHOPPING_CENTRE,"The Serpentine, Hampton",Peterborough,Cambridgeshire,PE7 8BE,https://serpentine-green.com/,,52.5447,-0.2853,2025-09-29,Costa Coffee,Cafe,Coffee Shop,,,False,FOOD_DRINK_CAFE,https://serpentine-green.com/stores
Serpentine Green,SHOPPING_CENTRE,"The Serpentine, Hampton",Peterborough,Cambridgeshire,PE7 8BE,https://serpentine-green.com/,,52.5447,-0.2853,2025-09-29,Greggs,Bakery,Food on the Go,,,False,FOOD_DRINK_BAKERY,https://serpentine-green.com/stores
Serpentine Green,SHOPPING_CENTRE,"The Serpentine, Hampton",Peterborough,Cambridgeshire,PE7 8BE,https://serpentine-green.com/,,52.5447,-0.2853,2025-09-29,Subway,Takeaway,Sandwiches,,,False,FOOD_DRINK_SANDWICH,https://serpentine-green.com/stores
Serpentine Green,SHOPPING_CENTRE,"The Serpentine, Hampton",Peterborough,Cambridgeshire,PE7 8BE,https://serpentine-green.com/,,52.5447,-0.2853,2025-09-29,Burger King,Fast Food,Burgers,,,False,FOOD_DRINK_FAST_FOOD,https://serpentine-green.com/stores
Serpentine Green,SHOPPING_CENTRE,"The Serpentine, Hampton",Peterborough,Cambridgeshire,PE7 8BE,https://serpentine-green.com/,,52.5447,-0.2853,2025-09-29,KFC,Fast Food,Chicken,,,False,FOOD_DRINK_FAST_FOOD,https://serpentine-green.com/stores
Serpentine Green,SHOPPING_CENTRE,"The Serpentine, Hampton",Peterborough,Cambridgeshire,PE7 8BE,https://serpentine-green.com/,,52.5447,-0.2853,2025-09-29,Domino’s (kiosk/delivery),Takeaway,Pizza,,,False,FOOD_DRINK_PIZZA,https://serpentine-green.com/stores
Serpentine Green,SHOPPING_CENTRE,"The Serpentine, Hampton",Peterborough,Cambridgeshire,PE7 8BE,https://serpentine-green.com/,,52.5447,-0.2853,2025-09-29,Dessert Parlour,Desserts,Cakes/Ice Cream,,,False,FOOD_DRINK,https://serpentine-green.com/stores
Serpentine Green,SHOPPING_CENTRE,"The Serpentine, Hampton",Peterborough,Cambridgeshire,PE7 8BE,https://serpentine-green.com/,,52.5447,-0.2853,2025-09-29,TUI,Travel Agent,Holidays,,,False,TRAVEL_SERVICES,https://serpentine-green.com/stores
Serpentine Green,SHOPPING_CENTRE,"The Serpentine, Hampton",Peterborough,Cambridgeshire,PE7 8BE,https://serpentine-green.com/,,52.5447,-0.2853,2025-09-29,Bureau de Change,Financial Services,Currency Exchange,,,False,FINANCIAL_SERVICES,https://serpentine-green.com/stores
Serpentine Green,SHOPPING_CENTRE,"The Serpentine, Hampton",Peterborough,Cambridgeshire,PE7 8BE,https://serpentine-green.com/,,52.5447,-0.2853,2025-09-29,Timpson,Services,Key Cutting & Shoe Repairs,,,False,SERVICES,https://serpentine-green.com/stores
