centreName,centreType,address,city,county,postcode,website,phone,latitude,longitude,lastVerifiedDate,storeName,categoryRaw,subcategoryRaw,unitNumber,floor,isAnchorTenant,normalizedCategoryId,sourceUrls
Bretton Centre (Full Scheme including Cresset),SHOPPING_CENTRE,"Bretton Way, Bretton",Peterborough,Cambridgeshire,PE3 8DN,https://www.cresset.co.uk/shops-services/,,52.5937,-0.2804,2025-09-29,The Groom Room (in Pets at Home),Pet Grooming,Dog & Cat Grooming,,,False,PET_SERVICES,https://www.petsathome.com/shop/en/pets/the-groom-room
Bretton Centre (Full Scheme including Cresset),SHOPPING_CENTRE,"Bretton Way, Bretton",Peterborough,Cambridgeshire,PE3 8DN,https://www.cresset.co.uk/shops-services/,,52.5937,-0.2804,2025-09-29,Costa Coffee,Cafe,Coffee Shop,,,False,FOOD_DRINK_CAFE,https://www.costa.co.uk/store-locator/pe3-8dn/costa-coffee-peterborough-bretton
Bretton Centre (Full Scheme including Cresset),SHOPPING_CENTRE,"Bretton Way, Bretton",Peterborough,Cambridgeshire,PE3 8DN,https://www.cresset.co.uk/shops-services/,,52.5937,-0.2804,2025-09-29,Greggs,Bakery,Food on the Go,,,False,FOOD_DRINK_BAKERY,https://www.greggs.co.uk/stores/peterborough-bretton
Bretton Centre (Full Scheme including Cresset),SHOPPING_CENTRE,"Bretton Way, Bretton",Peterborough,Cambridgeshire,PE3 8DN,https://www.cresset.co.uk/shops-services/,,52.5937,-0.2804,2025-09-29,Domino's Pizza,Takeaway,Pizza Delivery,,,False,FOOD_DRINK_PIZZA,https://www.dominos.co.uk/store/peterborough-bretton
Bretton Centre (Full Scheme including Cresset),SHOPPING_CENTRE,"Bretton Way, Bretton",Peterborough,Cambridgeshire,PE3 8DN,https://www.cresset.co.uk/shops-services/,,52.5937,-0.2804,2025-09-29,Subway,Takeaway,Sandwich Shop,,,False,FOOD_DRINK_SANDWICH,https://restaurants.subway.com/united-kingdom/en/peterborough/bretton-centre
Bretton Centre (Full Scheme including Cresset),SHOPPING_CENTRE,"Bretton Way, Bretton",Peterborough,Cambridgeshire,PE3 8DN,https://www.cresset.co.uk/shops-services/,,52.5937,-0.2804,2025-09-29,Fryz Fish & Chips,Takeaway,Fish & Chips,,,False,FOOD_DRINK_TAKEAWAY,https://www.just-eat.co.uk/restaurants-fryzfishandchip-pe3/menu
Bretton Centre (Full Scheme including Cresset),SHOPPING_CENTRE,"Bretton Way, Bretton",Peterborough,Cambridgeshire,PE3 8DN,https://www.cresset.co.uk/shops-services/,,52.5937,-0.2804,2025-09-29,Post Office (in Morrisons Daily),Postal,Post Office Counter,,,False,SERVICES_POSTAL,https://www.postoffice.co.uk/branch-finder/3859/bretton-centre
Bretton Centre (Full Scheme including Cresset),SHOPPING_CENTRE,"Bretton Way, Bretton",Peterborough,Cambridgeshire,PE3 8DN,https://www.cresset.co.uk/shops-services/,,52.5937,-0.2804,2025-09-29,Timpson,Services,Shoe & Key Repairs,,,False,SERVICES,https://www.timpson.co.uk/stores/bretton-centre
Bretton Centre (Full Scheme including Cresset),SHOPPING_CENTRE,"Bretton Way, Bretton",Peterborough,Cambridgeshire,PE3 8DN,https://www.cresset.co.uk/shops-services/,,52.5937,-0.2804,2025-09-29,Coral,Betting,Betting Shop,,,False,SERVICES_BETTING,https://www.coral.co.uk/bet-in-shop
Bretton Centre (Full Scheme including Cresset),SHOPPING_CENTRE,"Bretton Way, Bretton",Peterborough,Cambridgeshire,PE3 8DN,https://www.cresset.co.uk/shops-services/,,52.5937,-0.2804,2025-09-29,Betfred,Betting,Betting Shop,,,False,SERVICES_BETTING,https://www.betfred.com/
Bretton Centre (Full Scheme including Cresset),SHOPPING_CENTRE,"Bretton Way, Bretton",Peterborough,Cambridgeshire,PE3 8DN,https://www.cresset.co.uk/shops-services/,,52.5937,-0.2804,2025-09-29,Age UK Shop,Charity Shop,Second-hand Retail,,,False,CHARITY_SHOP,https://charityretail.org.uk/shops/CS-10426
Bretton Centre (Full Scheme including Cresset),SHOPPING_CENTRE,"Bretton Way, Bretton",Peterborough,Cambridgeshire,PE3 8DN,https://www.cresset.co.uk/shops-services/,,52.5937,-0.2804,2025-09-29,Barnardo’s Shop,Charity Shop,Second-hand Retail,,,False,CHARITY_SHOP,https://shop.barnardos.org.uk/shop/peterborough-bretton
Bretton Centre (Full Scheme including Cresset),SHOPPING_CENTRE,"Bretton Way, Bretton",Peterborough,Cambridgeshire,PE3 8DN,https://www.cresset.co.uk/shops-services/,,52.5937,-0.2804,2025-09-29,Bretton Barber Shop (The Cresset),Barber,Barbershop,,,False,BARBERSHOP,https://www.cresset.co.uk/shops-services/
Bretton Centre (Full Scheme including Cresset),SHOPPING_CENTRE,"Bretton Way, Bretton",Peterborough,Cambridgeshire,PE3 8DN,https://www.cresset.co.uk/shops-services/,,52.5937,-0.2804,2025-09-29,Dance Wearhouse (The Cresset),Specialist Retail,Dancewear,,,False,FASHION_SPECIALIST,https://www.cresset.co.uk/shops-services/
Bretton Centre (Full Scheme including Cresset),SHOPPING_CENTRE,"Bretton Way, Bretton",Peterborough,Cambridgeshire,PE3 8DN,https://www.cresset.co.uk/shops-services/,,52.5937,-0.2804,2025-09-29,R&R Tanning (The Cresset),Tanning Salon,Beauty Services,,,False,BEAUTY_SALON,https://www.cresset.co.uk/shops-services/
Bretton Centre (Full Scheme including Cresset),SHOPPING_CENTRE,"Bretton Way, Bretton",Peterborough,Cambridgeshire,PE3 8DN,https://www.cresset.co.uk/shops-services/,,52.5937,-0.2804,2025-09-29,R&R Threading & Henna (The Cresset),Beauty,Threading & Henna,,,False,BEAUTY_SALON,https://www.cresset.co.uk/shops-services/
Bretton Centre (Full Scheme including Cresset),SHOPPING_CENTRE,"Bretton Way, Bretton",Peterborough,Cambridgeshire,PE3 8DN,https://www.cresset.co.uk/shops-services/,,52.5937,-0.2804,2025-09-29,Perfect Presents (The Cresset),Gift Shop,Cards & Gifts,,,False,GIFTS_CARDS,https://www.cresset.co.uk/shops-services/
Bretton Centre (Full Scheme including Cresset),SHOPPING_CENTRE,"Bretton Way, Bretton",Peterborough,Cambridgeshire,PE3 8DN,https://www.cresset.co.uk/shops-services/,,52.5937,-0.2804,2025-09-29,BP Bretton SF Connect (with M&S Food),Fuel Station,Forecourt with M&S Simply Food,,,False,FUEL_CONVENIENCE,https://map.bp.com/en-GB/GB/gas-station/peterborough/bretton-sf-connect/3702
